site,date,target,value,waterbody,replicate_rows
5303307,2018-03-16,ecoli,33.33333333,Swamp Creek,1
5303307,2018-04-13,ecoli,0.0,Swamp Creek,1
5303307,2018-05-15,ecoli,133.3333333,Swamp Creek,1
5303307,2018-06-05,ecoli,100.0,Swamp Creek,1
5303307,2018-07-20,ecoli,83.33333333,Swamp Creek,1
5303307,2019-01-14,ecoli,50.0,Swamp Creek,1
5303307,2019-02-14,ecoli,100.0,Swamp Creek,1
5303307,2019-03-10,ecoli,0.0,Swamp Creek,1
5303307,2019-04-10,ecoli,16.66666667,Swamp Creek,1
5303307,2019-05-09,ecoli,133.3333333,Swamp Creek,1
5303307,2019-06-25,ecoli,83.33333333,Swamp Creek,1
5303307,2019-07-25,ecoli,150.0,Swamp Creek,1
5303307,2019-08-31,ecoli,311.1111111,Swamp Creek,1
5303307,2019-09-13,ecoli,133.3333333,Swamp Creek,1
5303307,2019-10-31,ecoli,22.22222222,Swamp Creek,1
5303307,2019-11-22,ecoli,0.0,Swamp Creek,1
5303307,2019-12-31,ecoli,16.66666667,Swamp Creek,1
5303307,2020-01-18,ecoli,33.33333333,Swamp Creek,1
5303307,2020-02-26,ecoli,0.0,Swamp Creek,1
5303307,2020-03-28,ecoli,0.0,Swamp Creek,1
5303307,2020-04-29,ecoli,11.11111111,Swamp Creek,1
5303307,2020-05-28,ecoli,100.0,Swamp Creek,1
5303307,2020-06-13,ecoli,150.0,Swamp Creek,1
5303307,2020-07-29,ecoli,100.0,Swamp Creek,1
5303307,2020-08-08,ecoli,250.0,Swamp Creek,1
5303307,2020-09-26,ecoli,250.0,Swamp Creek,1
5303307,2020-10-31,ecoli,50.0,Swamp Creek,1
5303307,2020-11-30,ecoli,66.66666667,Swamp Creek,1
5303307,2020-12-22,ecoli,233.3333333,Swamp Creek,1
5303307,2021-01-29,ecoli,0.0,Swamp Creek,1
5303307,2021-02-28,ecoli,0.0,Swamp Creek,1
5303307,2021-03-26,ecoli,100.0,Swamp Creek,1
5303307,2021-04-19,ecoli,16.66666667,Swamp Creek,1
5303307,2021-05-27,ecoli,200.0,Swamp Creek,1
5303307,2021-06-25,ecoli,66.66666667,Swamp Creek,1
5303307,2021-07-22,ecoli,166.6666667,Swamp Creek,1
5303307,2015-09-15,other_coliform,1366.666667,Swamp Creek,1
5303307,2015-10-12,other_coliform,1066.666667,Swamp Creek,1
5303307,2015-11-15,other_coliform,3500.0,Swamp Creek,1
5303307,2015-12-15,other_coliform,1000.0,Swamp Creek,1
5303307,2016-01-16,other_coliform,4833.333333,Swamp Creek,1
5303307,2016-02-09,other_coliform,1900.0,Swamp Creek,1
5303307,2016-03-04,other_coliform,1266.666667,Swamp Creek,1
5303307,2016-04-04,other_coliform,6266.666667,Swamp Creek,1
5303307,2016-05-15,other_coliform,633.3333333,Swamp Creek,1
5303307,2016-06-06,other_coliform,2000.0,Swamp Creek,1
5303307,2016-07-02,other_coliform,1733.333333,Swamp Creek,1
5303307,2016-08-09,other_coliform,533.3333333,Swamp Creek,1
5303307,2016-08-21,other_coliform,1566.666667,Swamp Creek,1
5303307,2016-09-03,other_coliform,25000.0,Swamp Creek,1
5303307,2016-10-17,other_coliform,2733.333333,Swamp Creek,1
5303307,2016-11-10,other_coliform,3733.333333,Swamp Creek,1
5303307,2016-12-03,other_coliform,1066.666667,Swamp Creek,1
5303307,2017-01-08,other_coliform,2300.0,Swamp Creek,1
5303307,2017-02-05,other_coliform,1600.0,Swamp Creek,1
5303307,2017-03-04,other_coliform,1133.333333,Swamp Creek,1
5303307,2017-04-02,other_coliform,700.0,Swamp Creek,1
5303307,2017-05-06,other_coliform,1266.666667,Swamp Creek,1
5303307,2017-06-01,other_coliform,766.6666667,Swamp Creek,1
5303307,2017-07-05,other_coliform,1900.0,Swamp Creek,1
5303307,2017-08-06,other_coliform,1100.0,Swamp Creek,1
5303307,2017-09-03,other_coliform,1200.0,Swamp Creek,1
5303307,2017-09-20,other_coliform,3033.333333,Swamp Creek,1
5303307,2017-10-01,other_coliform,8733.333333,Swamp Creek,1
5303307,2017-11-05,other_coliform,23733.33333,Swamp Creek,1
5303307,2017-12-19,other_coliform,6066.666667,Swamp Creek,1
5303307,2018-01-21,other_coliform,1166.666667,Swamp Creek,1
5303307,2018-02-11,other_coliform,1733.333333,Swamp Creek,1
5303307,2018-03-16,other_coliform,266.6666667,Swamp Creek,1
5303307,2018-04-13,other_coliform,1000.0,Swamp Creek,1
5303307,2018-05-15,other_coliform,1700.0,Swamp Creek,1
5303307,2018-06-05,other_coliform,1133.333333,Swamp Creek,1
5303307,2018-07-20,other_coliform,566.6666667,Swamp Creek,1
5303307,2019-01-14,other_coliform,1833.333333,Swamp Creek,1
5303307,2019-02-14,other_coliform,5366.666667,Swamp Creek,1
5303307,2019-03-10,other_coliform,583.3333333,Swamp Creek,1
5303307,2019-04-10,other_coliform,566.6666667,Swamp Creek,1
5303307,2019-05-09,other_coliform,1000.0,Swamp Creek,1
5303307,2019-06-25,other_coliform,2350.0,Swamp Creek,1
5303307,2019-07-25,other_coliform,900.0,Swamp Creek,1
5303307,2019-08-31,other_coliform,655.5555556,Swamp Creek,1
5303307,2019-09-13,other_coliform,1333.333333,Swamp Creek,1
5303307,2019-10-31,other_coliform,355.5555556,Swamp Creek,1
5303307,2019-11-22,other_coliform,2083.333333,Swamp Creek,1
5303307,2019-12-31,other_coliform,1200.0,Swamp Creek,1
5303307,2020-01-18,other_coliform,1316.666667,Swamp Creek,1
5303307,2020-02-26,other_coliform,950.0,Swamp Creek,1
5303307,2020-03-28,other_coliform,650.0,Swamp Creek,1
5303307,2020-04-29,other_coliform,1088.888889,Swamp Creek,1
5303307,2020-05-28,other_coliform,1100.0,Swamp Creek,1
5303307,2020-06-13,other_coliform,3166.666667,Swamp Creek,1
5303307,2020-07-29,other_coliform,1200.0,Swamp Creek,1
5303307,2020-08-08,other_coliform,2833.333333,Swamp Creek,1
5303307,2020-09-26,other_coliform,2800.0,Swamp Creek,1
5303307,2020-10-31,other_coliform,1300.0,Swamp Creek,1
5303307,2020-11-30,other_coliform,6433.333333,Swamp Creek,1
5303307,2020-12-22,other_coliform,4533.333333,Swamp Creek,1
5303307,2021-01-29,other_coliform,733.3333333,Swamp Creek,1
5303307,2021-02-28,other_coliform,533.3333333,Swamp Creek,1
5303307,2021-03-26,other_coliform,483.3333333,Swamp Creek,1
5303307,2021-04-19,other_coliform,600.0,Swamp Creek,1
5303307,2021-05-27,other_coliform,3066.666667,Swamp Creek,1
5303307,2021-06-25,other_coliform,2050.0,Swamp Creek,1
5303307,2021-07-22,other_coliform,883.3333333,Swamp Creek,1
5303308,2015-09-11,alkalinity,100.0,MacAleer Creek,1
5303308,2015-10-10,alkalinity,105.0,MacAleer Creek,1
5303308,2015-11-16,alkalinity,60.0,MacAleer Creek,1
5303308,2015-12-17,alkalinity,60.0,MacAleer Creek,1
5303308,2016-01-23,alkalinity,55.0,MacAleer Creek,1
5303308,2016-02-22,alkalinity,70.0,MacAleer Creek,1
5303308,2016-03-22,alkalinity,80.0,MacAleer Creek,1
5303308,2016-04-16,alkalinity,85.0,MacAleer Creek,1
5303308,2016-05-19,alkalinity,0.0,MacAleer Creek,1
5303308,2016-06-22,alkalinity,95.0,MacAleer Creek,1
5303308,2016-07-16,alkalinity,95.0,MacAleer Creek,1
5303308,2016-08-09,alkalinity,110.0,MacAleer Creek,1
5303308,2016-09-03,alkalinity,95.0,MacAleer Creek,1
5303308,2016-10-27,alkalinity,70.0,MacAleer Creek,1
5303308,2016-11-29,alkalinity,60.0,MacAleer Creek,1
5303308,2016-12-16,alkalinity,85.0,MacAleer Creek,1
5303308,2017-01-21,alkalinity,60.0,MacAleer Creek,1
5303308,2017-02-23,alkalinity,75.0,MacAleer Creek,1
5303308,2017-03-10,alkalinity,70.0,MacAleer Creek,1
5303308,2017-04-15,alkalinity,60.0,MacAleer Creek,1
5303308,2017-05-22,alkalinity,80.0,MacAleer Creek,1
5303308,2017-06-20,alkalinity,85.0,MacAleer Creek,1
5303308,2017-07-15,alkalinity,105.0,MacAleer Creek,1
5303308,2017-08-22,alkalinity,115.0,MacAleer Creek,1
5303308,2017-09-20,alkalinity,95.0,MacAleer Creek,1
5303308,2017-10-21,alkalinity,80.0,MacAleer Creek,1
5303308,2017-11-16,alkalinity,65.0,MacAleer Creek,1
5303308,2017-12-12,alkalinity,15.0,MacAleer Creek,1
5303308,2018-01-20,alkalinity,70.0,MacAleer Creek,1
5303308,2018-02-20,alkalinity,90.0,MacAleer Creek,1
5303308,2018-03-19,alkalinity,86.0,MacAleer Creek,1
5303308,2018-04-21,alkalinity,75.0,MacAleer Creek,1
5303308,2018-05-22,alkalinity,100.0,MacAleer Creek,1
5303308,2018-06-11,alkalinity,100.0,MacAleer Creek,1
5303308,2018-07-21,alkalinity,135.0,MacAleer Creek,1
5303308,2018-08-28,alkalinity,105.0,MacAleer Creek,1
5303308,2018-09-28,alkalinity,90.0,MacAleer Creek,1
5303308,2018-10-20,alkalinity,90.0,MacAleer Creek,1
5303308,2018-11-19,alkalinity,90.0,MacAleer Creek,1
5303308,2018-12-14,alkalinity,75.0,MacAleer Creek,1
5303308,2019-01-19,alkalinity,70.0,MacAleer Creek,1
5303308,2019-02-21,alkalinity,75.0,MacAleer Creek,1
5303308,2019-03-18,alkalinity,65.0,MacAleer Creek,1
5303308,2019-04-20,alkalinity,80.0,MacAleer Creek,1
5303308,2019-05-25,alkalinity,90.0,MacAleer Creek,1
5303308,2019-06-21,alkalinity,105.0,MacAleer Creek,1
5303308,2019-07-20,alkalinity,115.0,MacAleer Creek,1
5303308,2019-08-16,alkalinity,105.0,MacAleer Creek,1
5303308,2019-09-12,alkalinity,80.0,MacAleer Creek,1
5303308,2019-09-24,alkalinity,95.0,MacAleer Creek,1
5303308,2019-10-19,alkalinity,70.0,MacAleer Creek,1
5303308,2019-11-22,alkalinity,95.0,MacAleer Creek,1
5303308,2019-12-09,alkalinity,80.0,MacAleer Creek,1
5303308,2020-01-30,alkalinity,50.0,MacAleer Creek,1
5303308,2020-02-21,alkalinity,85.0,MacAleer Creek,1
5303308,2020-03-22,alkalinity,75.0,MacAleer Creek,1
5303308,2020-04-17,alkalinity,80.0,MacAleer Creek,1
5303308,2020-05-19,alkalinity,85.0,MacAleer Creek,1
5303308,2020-06-18,alkalinity,90.0,MacAleer Creek,1
5303308,2020-07-20,alkalinity,90.0,MacAleer Creek,1
5303308,2020-08-21,alkalinity,70.0,MacAleer Creek,1
5303308,2020-09-22,alkalinity,80.0,MacAleer Creek,1
5303308,2020-10-24,alkalinity,85.0,MacAleer Creek,1
5303308,2020-11-20,alkalinity,80.0,MacAleer Creek,1
5303308,2020-12-17,alkalinity,70.0,MacAleer Creek,1
5303308,2021-01-16,alkalinity,70.0,MacAleer Creek,1
5303308,2021-02-19,alkalinity,65.0,MacAleer Creek,1
5303308,2021-03-23,alkalinity,70.0,MacAleer Creek,1
5303308,2021-04-17,alkalinity,90.0,MacAleer Creek,1
5303308,2021-05-22,alkalinity,100.0,MacAleer Creek,1
5303308,2021-06-19,alkalinity,110.0,MacAleer Creek,1
5303308,2021-07-24,alkalinity,90.0,MacAleer Creek,1
5303308,2021-08-20,alkalinity,120.0,MacAleer Creek,1
5303308,2021-09-22,alkalinity,85.0,MacAleer Creek,1
5303308,2021-10-23,alkalinity,90.0,MacAleer Creek,1
5303308,2021-11-21,alkalinity,70.0,MacAleer Creek,1
5303308,2021-12-18,alkalinity,50.0,MacAleer Creek,1
5303308,2022-01-22,alkalinity,65.0,MacAleer Creek,1
5303308,2022-02-19,alkalinity,105.0,MacAleer Creek,1
5303308,2022-03-27,alkalinity,85.0,MacAleer Creek,1
5303308,2022-04-24,alkalinity,85.0,MacAleer Creek,1
5303308,2022-05-22,alkalinity,95.0,MacAleer Creek,1
5303308,2022-06-25,alkalinity,110.0,MacAleer Creek,1
5303308,2022-08-20,alkalinity,120.0,MacAleer Creek,1
5303308,2022-09-18,alkalinity,90.0,MacAleer Creek,1
5303308,2022-10-15,alkalinity,110.0,MacAleer Creek,1
5303308,2022-11-12,alkalinity,80.0,MacAleer Creek,1
5303308,2022-11-20,alkalinity,100.0,MacAleer Creek,1
5303308,2022-12-11,alkalinity,80.0,MacAleer Creek,1
5303308,2023-08-04,alkalinity,65.0,MacAleer Creek,1
5303308,2023-08-10,alkalinity,95.0,MacAleer Creek,1
5303308,2023-10-09,alkalinity,90.0,MacAleer Creek,1
5303308,2023-10-12,alkalinity,55.0,MacAleer Creek,1
5303308,2023-11-02,alkalinity,75.0,MacAleer Creek,1
5303308,2023-11-03,alkalinity,70.0,MacAleer Creek,1
5303308,2023-12-11,alkalinity,35.0,MacAleer Creek,1
5303308,2024-01-13,alkalinity,75.0,MacAleer Creek,1
5303308,2024-02-10,alkalinity,75.0,MacAleer Creek,1
5303308,2024-03-09,alkalinity,55.0,MacAleer Creek,1
5303308,2024-03-10,alkalinity,55.0,MacAleer Creek,1
5303308,2024-04-14,alkalinity,75.0,MacAleer Creek,2
5303308,2024-05-12,alkalinity,100.0,MacAleer Creek,1
5303308,2024-06-08,alkalinity,80.0,MacAleer Creek,1
5303308,2024-07-06,alkalinity,115.0,MacAleer Creek,1
5303308,2024-08-03,alkalinity,105.0,MacAleer Creek,1
5303308,2024-09-06,alkalinity,115.0,MacAleer Creek,1
5303308,2024-10-13,alkalinity,90.0,MacAleer Creek,1
5303308,2024-11-16,alkalinity,80.0,MacAleer Creek,1
5303308,2025-03-08,alkalinity,70.0,MacAleer Creek,1
5303308,2025-04-12,alkalinity,60.0,MacAleer Creek,1
5303308,2025-05-10,alkalinity,90.0,MacAleer Creek,1
5303308,2025-08-16,alkalinity,100.0,MacAleer Creek,1
5303308,2025-10-11,alkalinity,80.0,MacAleer Creek,1
5303308,2024-03-10,conductivity,191.0,MacAleer Creek,1
5303308,2024-04-14,conductivity,212.0,MacAleer Creek,1
5303308,2024-05-12,conductivity,194.0,MacAleer Creek,1
5303308,2024-06-08,conductivity,246.0,MacAleer Creek,1
5303308,2024-07-06,conductivity,262.0,MacAleer Creek,1
5303308,2024-08-03,conductivity,236.0,MacAleer Creek,1
5303308,2024-09-06,conductivity,222.0,MacAleer Creek,1
5303308,2024-10-13,conductivity,206.0,MacAleer Creek,1
5303308,2024-11-16,conductivity,196.3,MacAleer Creek,1
5303308,2024-12-14,conductivity,174.0,MacAleer Creek,1
5303308,2025-01-11,conductivity,184.0,MacAleer Creek,1
5303308,2025-02-08,conductivity,536.0,MacAleer Creek,1
5303308,2025-03-08,conductivity,221.1,MacAleer Creek,1
5303308,2025-04-12,conductivity,218.7,MacAleer Creek,1
5303308,2025-05-10,conductivity,248.8,MacAleer Creek,1
5303308,2025-06-15,conductivity,260.1,MacAleer Creek,1
5303308,2025-07-19,conductivity,262.7,MacAleer Creek,1
5303308,2025-08-16,conductivity,260.7,MacAleer Creek,1
5303308,2025-09-19,conductivity,273.0,MacAleer Creek,1
5303308,2025-10-11,conductivity,259.9,MacAleer Creek,1
5303308,2025-11-09,conductivity,212.3,MacAleer Creek,1
5303308,2015-09-11,dissolved_oxygen,9.0,MacAleer Creek,1
5303308,2015-10-10,dissolved_oxygen,9.3,MacAleer Creek,1
5303308,2015-11-16,dissolved_oxygen,9.9,MacAleer Creek,1
5303308,2015-12-17,dissolved_oxygen,10.7,MacAleer Creek,1
5303308,2016-01-23,dissolved_oxygen,10.5,MacAleer Creek,1
5303308,2016-02-22,dissolved_oxygen,11.3,MacAleer Creek,1
5303308,2016-03-22,dissolved_oxygen,10.0,MacAleer Creek,1
5303308,2016-04-16,dissolved_oxygen,10.0,MacAleer Creek,1
5303308,2016-05-19,dissolved_oxygen,9.2,MacAleer Creek,1
5303308,2016-06-22,dissolved_oxygen,8.6,MacAleer Creek,1
5303308,2016-07-16,dissolved_oxygen,8.6,MacAleer Creek,1
5303308,2016-08-09,dissolved_oxygen,9.2,MacAleer Creek,1
5303308,2016-09-03,dissolved_oxygen,8.6,MacAleer Creek,1
5303308,2016-10-27,dissolved_oxygen,10.0,MacAleer Creek,1
5303308,2016-11-29,dissolved_oxygen,10.1,MacAleer Creek,1
5303308,2016-12-16,dissolved_oxygen,11.0,MacAleer Creek,1
5303308,2017-01-21,dissolved_oxygen,11.0,MacAleer Creek,1
5303308,2017-02-23,dissolved_oxygen,11.0,MacAleer Creek,1
5303308,2017-03-10,dissolved_oxygen,10.0,MacAleer Creek,1
5303308,2017-04-15,dissolved_oxygen,9.0,MacAleer Creek,1
5303308,2017-05-22,dissolved_oxygen,9.0,MacAleer Creek,1
5303308,2017-06-20,dissolved_oxygen,8.8,MacAleer Creek,1
5303308,2017-07-15,dissolved_oxygen,9.4,MacAleer Creek,1
5303308,2017-08-22,dissolved_oxygen,7.8,MacAleer Creek,1
5303308,2017-09-20,dissolved_oxygen,9.9,MacAleer Creek,1
5303308,2017-10-21,dissolved_oxygen,9.5,MacAleer Creek,1
5303308,2017-11-16,dissolved_oxygen,10.1,MacAleer Creek,1
5303308,2017-12-12,dissolved_oxygen,11.3,MacAleer Creek,1
5303308,2018-01-20,dissolved_oxygen,10.7,MacAleer Creek,1
5303308,2018-02-20,dissolved_oxygen,11.6,MacAleer Creek,1
5303308,2018-03-19,dissolved_oxygen,10.0,MacAleer Creek,1
5303308,2018-04-21,dissolved_oxygen,9.6,MacAleer Creek,1
5303308,2018-05-22,dissolved_oxygen,8.3,MacAleer Creek,1
5303308,2018-06-11,dissolved_oxygen,9.3,MacAleer Creek,1
5303308,2018-07-21,dissolved_oxygen,9.0,MacAleer Creek,1
5303308,2018-08-28,dissolved_oxygen,9.1,MacAleer Creek,1
5303308,2018-09-28,dissolved_oxygen,9.2,MacAleer Creek,1
5303308,2018-10-20,dissolved_oxygen,10.1,MacAleer Creek,1
5303308,2018-11-19,dissolved_oxygen,10.7,MacAleer Creek,1
5303308,2018-12-14,dissolved_oxygen,10.4,MacAleer Creek,1
5303308,2019-01-19,dissolved_oxygen,10.2,MacAleer Creek,1
5303308,2019-02-21,dissolved_oxygen,11.8,MacAleer Creek,1
5303308,2019-03-18,dissolved_oxygen,10.5,MacAleer Creek,1
5303308,2019-04-20,dissolved_oxygen,10.1,MacAleer Creek,1
5303308,2019-05-25,dissolved_oxygen,8.7,MacAleer Creek,1
5303308,2019-06-21,dissolved_oxygen,9.4,MacAleer Creek,1
5303308,2019-07-20,dissolved_oxygen,9.3,MacAleer Creek,1
5303308,2019-08-16,dissolved_oxygen,8.9,MacAleer Creek,1
5303308,2019-09-12,dissolved_oxygen,10.1,MacAleer Creek,1
5303308,2019-09-24,dissolved_oxygen,8.7,MacAleer Creek,1
5303308,2019-10-19,dissolved_oxygen,9.9,MacAleer Creek,1
5303308,2019-11-22,dissolved_oxygen,10.7,MacAleer Creek,1
5303308,2019-12-09,dissolved_oxygen,10.1,MacAleer Creek,1
5303308,2020-01-30,dissolved_oxygen,10.2,MacAleer Creek,1
5303308,2020-02-21,dissolved_oxygen,11.5,MacAleer Creek,1
5303308,2020-03-22,dissolved_oxygen,9.8,MacAleer Creek,1
5303308,2020-04-17,dissolved_oxygen,10.0,MacAleer Creek,1
5303308,2020-05-19,dissolved_oxygen,8.9,MacAleer Creek,1
5303308,2020-06-18,dissolved_oxygen,8.9,MacAleer Creek,1
5303308,2020-07-20,dissolved_oxygen,8.9,MacAleer Creek,1
5303308,2020-08-21,dissolved_oxygen,8.3,MacAleer Creek,1
5303308,2020-09-22,dissolved_oxygen,8.8,MacAleer Creek,1
5303308,2020-10-24,dissolved_oxygen,9.9,MacAleer Creek,1
5303308,2020-11-20,dissolved_oxygen,10.3,MacAleer Creek,1
5303308,2020-12-17,dissolved_oxygen,10.2,MacAleer Creek,1
5303308,2021-01-16,dissolved_oxygen,11.2,MacAleer Creek,1
5303308,2021-02-19,dissolved_oxygen,10.6,MacAleer Creek,1
5303308,2021-03-23,dissolved_oxygen,10.5,MacAleer Creek,1
5303308,2021-04-17,dissolved_oxygen,9.8,MacAleer Creek,1
5303308,2021-05-22,dissolved_oxygen,10.1,MacAleer Creek,1
5303308,2021-06-19,dissolved_oxygen,9.3,MacAleer Creek,1
5303308,2021-07-24,dissolved_oxygen,8.4,MacAleer Creek,1
5303308,2021-08-20,dissolved_oxygen,7.4,MacAleer Creek,1
5303308,2021-09-22,dissolved_oxygen,10.4,MacAleer Creek,1
5303308,2021-10-23,dissolved_oxygen,6.5,MacAleer Creek,1
5303308,2021-11-21,dissolved_oxygen,8.6,MacAleer Creek,1
5303308,2021-12-18,dissolved_oxygen,10.5,MacAleer Creek,1
5303308,2022-01-22,dissolved_oxygen,11.1,MacAleer Creek,1
5303308,2022-02-19,dissolved_oxygen,10.8,MacAleer Creek,1
5303308,2022-03-27,dissolved_oxygen,10.2,MacAleer Creek,1
5303308,2022-04-24,dissolved_oxygen,10.2,MacAleer Creek,1
5303308,2022-05-22,dissolved_oxygen,9.6,MacAleer Creek,1
5303308,2022-06-25,dissolved_oxygen,9.5,MacAleer Creek,1
5303308,2022-08-20,dissolved_oxygen,8.4,MacAleer Creek,1
5303308,2022-09-18,dissolved_oxygen,8.5,MacAleer Creek,1
5303308,2022-10-15,dissolved_oxygen,9.2,MacAleer Creek,1
5303308,2022-11-12,dissolved_oxygen,10.5,MacAleer Creek,1
5303308,2022-11-20,dissolved_oxygen,11.1,MacAleer Creek,1
5303308,2022-12-11,dissolved_oxygen,10.5,MacAleer Creek,1
5303308,2023-08-04,dissolved_oxygen,10.2,MacAleer Creek,1
5303308,2023-08-07,dissolved_oxygen,8.9,MacAleer Creek,1
5303308,2023-08-10,dissolved_oxygen,8.4,MacAleer Creek,1
5303308,2023-10-09,dissolved_oxygen,8.8,MacAleer Creek,1
5303308,2023-10-12,dissolved_oxygen,10.1,MacAleer Creek,1
5303308,2023-11-02,dissolved_oxygen,10.4,MacAleer Creek,1
5303308,2023-11-03,dissolved_oxygen,10.8,MacAleer Creek,1
5303308,2023-12-11,dissolved_oxygen,9.9,MacAleer Creek,1
5303308,2024-01-13,dissolved_oxygen,12.2,MacAleer Creek,1
5303308,2024-02-10,dissolved_oxygen,10.2,MacAleer Creek,1
5303308,2024-03-09,dissolved_oxygen,10.0,MacAleer Creek,1
5303308,2024-03-10,dissolved_oxygen,10.0,MacAleer Creek,1
5303308,2024-04-14,dissolved_oxygen,8.6,MacAleer Creek,2
5303308,2024-05-12,dissolved_oxygen,8.0,MacAleer Creek,1
5303308,2024-06-08,dissolved_oxygen,7.8,MacAleer Creek,1
5303308,2024-07-06,dissolved_oxygen,8.25,MacAleer Creek,1
5303308,2024-08-03,dissolved_oxygen,8.1,MacAleer Creek,1
5303308,2024-09-06,dissolved_oxygen,7.95,MacAleer Creek,1
5303308,2024-10-13,dissolved_oxygen,9.5,MacAleer Creek,1
5303308,2024-11-16,dissolved_oxygen,10.3,MacAleer Creek,1
5303308,2024-12-14,dissolved_oxygen,10.2,MacAleer Creek,1
5303308,2025-01-11,dissolved_oxygen,10.2,MacAleer Creek,1
5303308,2025-02-08,dissolved_oxygen,12.21,MacAleer Creek,1
5303308,2025-03-08,dissolved_oxygen,11.35,MacAleer Creek,1
5303308,2025-04-12,dissolved_oxygen,10.95,MacAleer Creek,1
5303308,2025-05-10,dissolved_oxygen,10.35,MacAleer Creek,1
5303308,2025-06-15,dissolved_oxygen,10.35,MacAleer Creek,1
5303308,2025-07-19,dissolved_oxygen,9.7,MacAleer Creek,1
5303308,2025-08-16,dissolved_oxygen,9.35,MacAleer Creek,1
5303308,2025-09-19,dissolved_oxygen,9.9,MacAleer Creek,1
5303308,2025-10-11,dissolved_oxygen,9.9,MacAleer Creek,1
5303308,2025-11-09,dissolved_oxygen,10.6,MacAleer Creek,1
5303308,2015-09-11,ecoli,200.0,MacAleer Creek,1
5303308,2015-10-10,ecoli,1266.666667,MacAleer Creek,1
5303308,2015-11-16,ecoli,0.0,MacAleer Creek,1
5303308,2015-12-17,ecoli,100.0,MacAleer Creek,1
5303308,2016-01-23,ecoli,66.66666667,MacAleer Creek,1
5303308,2016-02-22,ecoli,0.0,MacAleer Creek,1
5303308,2016-03-22,ecoli,166.6666667,MacAleer Creek,1
5303308,2016-04-16,ecoli,400.0,MacAleer Creek,1
5303308,2016-05-19,ecoli,0.0,MacAleer Creek,1
5303308,2016-06-22,ecoli,33.33333333,MacAleer Creek,1
5303308,2016-07-16,ecoli,66.66666667,MacAleer Creek,1
5303308,2016-08-09,ecoli,100.0,MacAleer Creek,1
5303308,2016-09-03,ecoli,400.0,MacAleer Creek,1
5303308,2016-10-27,ecoli,66.66666667,MacAleer Creek,1
5303308,2016-11-29,ecoli,100.0,MacAleer Creek,1
5303308,2016-12-16,ecoli,0.0,MacAleer Creek,1
5303308,2017-02-23,ecoli,0.0,MacAleer Creek,1
5303308,2017-03-10,ecoli,0.0,MacAleer Creek,1
5303308,2017-04-15,ecoli,0.0,MacAleer Creek,1
5303308,2017-05-22,ecoli,166.6666667,MacAleer Creek,1
5303308,2017-07-05,ecoli,233.3333333,MacAleer Creek,1
5303308,2017-08-22,ecoli,166.6666667,MacAleer Creek,1
5303308,2017-09-20,ecoli,100.0,MacAleer Creek,1
5303308,2017-10-21,ecoli,300.0,MacAleer Creek,1
5303308,2017-11-16,ecoli,66.66666667,MacAleer Creek,1
5303308,2017-12-12,ecoli,66.66666667,MacAleer Creek,1
5303308,2018-01-20,ecoli,66.66666667,MacAleer Creek,1
5303308,2018-02-20,ecoli,66.66666667,MacAleer Creek,1
5303308,2018-03-19,ecoli,100.0,MacAleer Creek,1
5303308,2018-04-21,ecoli,133.3333333,MacAleer Creek,1
5303308,2018-05-22,ecoli,200.0,MacAleer Creek,1
5303308,2018-06-11,ecoli,300.0,MacAleer Creek,1
5303308,2018-07-21,ecoli,700.0,MacAleer Creek,1
5303308,2018-08-28,ecoli,433.3333333,MacAleer Creek,1
5303308,2018-09-28,ecoli,200.0,MacAleer Creek,1
5303308,2018-10-20,ecoli,300.0,MacAleer Creek,1
5303308,2018-11-19,ecoli,66.66666667,MacAleer Creek,1
5303308,2019-01-19,ecoli,33.33333333,MacAleer Creek,1
5303308,2019-02-21,ecoli,66.66666667,MacAleer Creek,1
5303308,2019-03-18,ecoli,33.33333333,MacAleer Creek,1
5303308,2019-04-20,ecoli,33.33333333,MacAleer Creek,1
5303308,2019-05-25,ecoli,66.66666667,MacAleer Creek,1
5303308,2019-06-21,ecoli,166.6666667,MacAleer Creek,1
5303308,2019-07-20,ecoli,33.33333333,MacAleer Creek,1
5303308,2019-08-16,ecoli,433.3333333,MacAleer Creek,1
5303308,2019-09-12,ecoli,133.3333333,MacAleer Creek,1
5303308,2019-09-24,ecoli,166.6666667,MacAleer Creek,1
5303308,2019-10-19,ecoli,333.3333333,MacAleer Creek,1
5303308,2019-11-22,ecoli,33.33333333,MacAleer Creek,1
5303308,2019-12-09,ecoli,133.3333333,MacAleer Creek,1
5303308,2020-01-30,ecoli,33.33333333,MacAleer Creek,1
5303308,2020-02-21,ecoli,0.0,MacAleer Creek,1
5303308,2020-03-22,ecoli,33.33333333,MacAleer Creek,1
5303308,2020-04-17,ecoli,33.33333333,MacAleer Creek,1
5303308,2020-05-19,ecoli,100.0,MacAleer Creek,1
5303308,2020-06-18,ecoli,233.3333333,MacAleer Creek,1
5303308,2020-07-20,ecoli,266.6666667,MacAleer Creek,1
5303308,2020-08-21,ecoli,266.6666667,MacAleer Creek,1
5303308,2020-09-22,ecoli,300.0,MacAleer Creek,1
5303308,2020-10-24,ecoli,66.66666667,MacAleer Creek,1
5303308,2020-12-17,ecoli,33.33333333,MacAleer Creek,1
5303308,2021-01-16,ecoli,6600.0,MacAleer Creek,1
