site,date,water_temperature,ph_standard_units,Average_dissolved_oxygen_dis,conductivity,Nitrate,Phosphate,watershed,waterbody
251221152655,2023-12-13,8.4,7.74,11.4,271.3,,,Des Moines Creek,Des Moines Creek Tributary River Mile 0.0
251221152745,2022-02-20,7.2,7.6,11.44,272.4,1.9,,Barnes-Massey Creek,Barnes Creek River Mile 0.8
251221152745,2022-05-07,10.5,7.09,10.66,108.4,3.76,,Barnes-Massey Creek,Barnes Creek River Mile 0.8
251221152745,2022-06-19,12.6,7.7,9.76,193.6,2.63,,Barnes-Massey Creek,Barnes Creek River Mile 0.8
251221152839,2021-08-28,15.8,6.6,6.7,230.2,0.73,,Barnes-Massey Creek,Barnes Creek River Mile 0.6
251221152839,2022-05-07,12.0,6.85,9.57,135.6,1.84,,Barnes-Massey Creek,Barnes Creek River Mile 0.6
251221152839,2022-09-25,15.5,7.5,8.6,242.4,0.64,,Barnes-Massey Creek,Barnes Creek River Mile 0.6
251221152931,2022-06-19,14.2,7.8,9.53,211.3,2.69,,Massey Creek,Massey Creek River Mile 0.2
251221152931,2022-09-25,14.2,7.8,9.51,271.1,0.25,,Massey Creek,Massey Creek River Mile 0.2
251221153056,2022-02-20,7.7,8.4,12.95,197.6,1.85,,McSorley Creek,McSorley Creek River Mile 0.0
251221153056,2022-06-19,14.4,7.9,9.85,175.6,1.99,,McSorley Creek,McSorley Creek River Mile 0.0
251221153056,2022-09-25,14.1,7.98,9.89,270.0,0.14,,McSorley Creek,McSorley Creek River Mile 0.0
251221153156,2022-02-20,7.0,7.8,11.8,198.1,2.59,,McSorley Creek,"McSorley Creek, River Mile 0.6"
251221153156,2022-06-19,13.3,7.9,10.15,178.1,2.9,,McSorley Creek,"McSorley Creek, River Mile 0.6"
251221153641,2024-11-23,7.9,7.79,11.53,130.0,,,Soos Creek,Soos Creek River Mile 3.0
251221153641,2025-03-16,8.0,7.66,11.68,133.0,,,Soos Creek,Soos Creek River Mile 3.0
251221153641,2025-07-15,17.9,7.61,9.47,146.2,,,Soos Creek,Soos Creek River Mile 3.0
251221153641,2025-09-07,15.5,7.97,10.07,146.6,,,Soos Creek,Soos Creek River Mile 3.0
251221153821,2024-11-23,8.2,7.93,11.48,134.2,,,Soos Creek,Covington Creek River Mile 0.0
251221153821,2025-03-16,7.8,7.82,11.73,146.8,,,Soos Creek,Covington Creek River Mile 0.0
251221153821,2025-07-15,14.7,7.61,9.95,134.9,,,Soos Creek,Covington Creek River Mile 0.0
251221153821,2025-09-07,13.0,7.84,10.45,139.5,,,Soos Creek,Covington Creek River Mile 0.0
251221153909,2024-11-23,8.0,7.42,10.86,131.5,,,Soos Creek,Jenkins Creek River Mile 1.3
251221153909,2025-03-16,8.0,7.26,11.4,115.5,,,Soos Creek,Jenkins Creek River Mile 1.3
251221153909,2025-07-15,17.4,7.55,8.97,156.2,,,Soos Creek,Jenkins Creek River Mile 1.3
251221153909,2025-09-07,16.1,7.51,8.41,155.3,,,Soos Creek,Jenkins Creek River Mile 1.3
251221154015,2024-11-23,8.0,7.58,11.28,74.9,,,Soos Creek,Little Soos Creek River Mile 1.3
251221154015,2025-03-16,6.6,7.11,11.83,70.8,,,Soos Creek,Little Soos Creek River Mile 1.3
251221154015,2025-07-15,18.7,7.06,8.97,57.8,,,Soos Creek,Little Soos Creek River Mile 1.3
251221154015,2025-09-07,17.9,7.46,9.2,64.3,,,Soos Creek,Little Soos Creek River Mile 1.3
251221154202,2024-11-23,6.6,6.93,6.45,113.5,,,Soos Creek,Soos Creek River Mile 11.5
251221154202,2025-03-16,6.2,6.84,8.59,107.6,,,Soos Creek,Soos Creek River Mile 11.5
251221154202,2025-07-15,18.9,6.84,0.9,190.7,,,Soos Creek,Soos Creek River Mile 11.5
251221154202,2025-09-07,17.0,6.93,0.56,196.0,,,Soos Creek,Soos Creek River Mile 11.5
251221154334,2021-04-25,14.6,7.1,5.6,188.1,0.98,,Springbrook Creek,Boeing Channel River Mile 0.0
5303301,2015-09-06,13.0,8.0,8.8,,,,Bear Creek-Sammamish River,Little Bear Creek
5303301,2015-10-07,12.0,8.0,9.2,,,,Bear Creek-Sammamish River,Little Bear Creek
5303301,2015-11-09,9.5,7.0,9.5,,,,Bear Creek-Sammamish River,Little Bear Creek
5303301,2015-12-08,8.0,7.0,10.0,,,,Bear Creek-Sammamish River,Little Bear Creek
5303301,2016-01-06,4.0,7.0,10.8,,,,Bear Creek-Sammamish River,Little Bear Creek
5303301,2016-02-04,7.5,7.0,10.1,,,,Bear Creek-Sammamish River,Little Bear Creek
5303301,2016-03-07,10.0,7.0,10.0,,,,Bear Creek-Sammamish River,Little Bear Creek
5303301,2016-04-06,12.5,7.0,9.3,,,,Bear Creek-Sammamish River,Little Bear Creek
5303301,2016-05-10,12.0,7.5,9.2,,,,Bear Creek-Sammamish River,Little Bear Creek
5303301,2016-06-06,19.0,8.0,7.6,,,,Bear Creek-Sammamish River,Little Bear Creek
5303301,2016-07-06,13.5,8.0,8.9,,,,Bear Creek-Sammamish River,Little Bear Creek
5303301,2016-08-07,14.0,7.5,8.9,,,,Bear Creek-Sammamish River,Little Bear Creek
5303301,2016-08-20,17.0,7.5,7.9,,,,Bear Creek-Sammamish River,Little Bear Creek
5303301,2016-09-03,15.0,7.5,8.1,,,,Bear Creek-Sammamish River,Little Bear Creek
5303301,2016-10-02,12.0,7.5,9.4,,,,Bear Creek-Sammamish River,Little Bear Creek
5303301,2016-11-07,12.0,7.5,9.5,,,,Bear Creek-Sammamish River,Little Bear Creek
5303301,2016-12-06,5.5,7.0,11.0,,,,Bear Creek-Sammamish River,Little Bear Creek
5303301,2017-01-02,4.0,10.0,11.5,,,,Bear Creek-Sammamish River,Little Bear Creek
5303301,2017-02-07,4.0,7.0,11.2,,,,Bear Creek-Sammamish River,Little Bear Creek
5303301,2017-03-07,6.0,7.0,10.9,,,,Bear Creek-Sammamish River,Little Bear Creek
5303301,2017-04-04,9.0,7.5,10.0,,,,Bear Creek-Sammamish River,Little Bear Creek
5303301,2017-05-02,11.0,7.0,9.9,,,,Bear Creek-Sammamish River,Little Bear Creek
5303301,2017-06-07,17.0,7.0,9.0,,,,Bear Creek-Sammamish River,Little Bear Creek
5303301,2017-07-05,17.0,8.0,8.6,,,,Bear Creek-Sammamish River,Little Bear Creek
5303301,2017-08-07,18.5,7.0,8.4,,,,Bear Creek-Sammamish River,Little Bear Creek
5303301,2017-09-05,16.5,8.0,8.7,,,,Bear Creek-Sammamish River,Little Bear Creek
5303301,2017-09-20,12.0,8.0,9.4,,,,Bear Creek-Sammamish River,Little Bear Creek
5303301,2017-10-05,11.0,7.0,9.9,,,,Bear Creek-Sammamish River,Little Bear Creek
5303301,2017-11-06,7.0,7.0,12.9,,,,Bear Creek-Sammamish River,Little Bear Creek
5303301,2017-12-05,5.0,7.5,11.7,,,,Bear Creek-Sammamish River,Little Bear Creek
5303301,2018-01-02,4.0,7.0,11.9,,,,Bear Creek-Sammamish River,Little Bear Creek
5303301,2018-02-06,9.0,7.0,10.3,,,,Bear Creek-Sammamish River,Little Bear Creek
5303301,2018-03-06,7.0,7.0,10.0,,,,Bear Creek-Sammamish River,Little Bear Creek
5303301,2018-04-03,8.0,7.5,10.2,,,,Bear Creek-Sammamish River,Little Bear Creek
5303301,2018-05-01,11.0,7.5,10.0,,,,Bear Creek-Sammamish River,Little Bear Creek
5303301,2018-06-01,13.0,8.0,9.2,,,,Bear Creek-Sammamish River,Little Bear Creek
5303301,2018-07-09,16.5,8.0,8.4,,,,Bear Creek-Sammamish River,Little Bear Creek
5303301,2018-08-06,18.0,8.0,9.5,,,,Bear Creek-Sammamish River,Little Bear Creek
5303301,2018-09-04,14.5,8.0,9.5,,,,Bear Creek-Sammamish River,Little Bear Creek
5303301,2018-10-01,14.0,7.5,9.7,,,,Bear Creek-Sammamish River,Little Bear Creek
5303301,2018-11-02,12.5,7.0,9.2,,,,Bear Creek-Sammamish River,Little Bear Creek
5303301,2018-12-03,6.5,7.5,11.9,,,,Bear Creek-Sammamish River,Little Bear Creek
5303301,2019-04-01,10.0,7.5,10.4,,,,Bear Creek-Sammamish River,Little Bear Creek
5303301,2019-05-06,13.5,7.5,9.3,,,,Bear Creek-Sammamish River,Little Bear Creek
5303301,2019-06-05,13.5,7.5,9.3,,,,Bear Creek-Sammamish River,Little Bear Creek
5303301,2019-07-01,17.0,8.0,8.3,,,,Bear Creek-Sammamish River,Little Bear Creek
5303301,2019-08-08,16.0,8.0,9.1,,,,Bear Creek-Sammamish River,Little Bear Creek
5303301,2019-09-11,15.5,8.0,8.9,,,,Bear Creek-Sammamish River,Little Bear Creek
5303301,2019-10-09,9.0,7.5,9.7,,,,Bear Creek-Sammamish River,Little Bear Creek
5303301,2019-11-06,8.0,8.0,10.7,,,,Bear Creek-Sammamish River,Little Bear Creek
5303301,2019-11-12,7.5,7.5,10.3,,,,Bear Creek-Sammamish River,Little Bear Creek
5303301,2019-12-11,7.5,7.5,10.3,,,,Bear Creek-Sammamish River,Little Bear Creek
5303301,2020-01-08,7.5,7.0,10.0,,,,Bear Creek-Sammamish River,Little Bear Creek
5303301,2020-03-11,7.0,7.5,11.0,,,,Bear Creek-Sammamish River,Little Bear Creek
5303301,2020-09-07,18.0,7.5,8.9,,,,Bear Creek-Sammamish River,Little Bear Creek
5303301,2021-04-08,9.5,8.0,10.3,,,,Bear Creek-Sammamish River,Little Bear Creek
5303301,2021-05-21,12.0,8.0,10.0,,,,Bear Creek-Sammamish River,Little Bear Creek
5303301,2021-07-06,18.0,8.0,8.9,,,,Bear Creek-Sammamish River,Little Bear Creek
5303301,2021-08-05,18.0,8.0,9.3,,,,Bear Creek-Sammamish River,Little Bear Creek
5303301,2021-09-14,14.4,8.0,9.7,,,,Bear Creek-Sammamish River,Little Bear Creek
5303301,2022-03-16,9.0,7.5,9.8,,,,Bear Creek-Sammamish River,Little Bear Creek
5303301,2022-04-12,8.0,7.5,10.3,,,,Bear Creek-Sammamish River,Little Bear Creek
5303301,2022-08-16,17.5,8.0,8.7,,,,Bear Creek-Sammamish River,Little Bear Creek
5303301,2022-09-27,14.0,8.0,9.7,,,,Bear Creek-Sammamish River,Little Bear Creek
5303301,2023-05-02,7.0,8.0,10.8,,,,Bear Creek-Sammamish River,Little Bear Creek
5303301,2023-06-06,15.0,7.5,9.0,,,,Bear Creek-Sammamish River,Little Bear Creek
5303301,2023-07-03,7.0,7.5,10.5,,,,Bear Creek-Sammamish River,Little Bear Creek
5303301,2023-09-05,12.0,8.0,9.6,,,,Bear Creek-Sammamish River,Little Bear Creek
5303301,2023-12-04,9.0,8.0,10.2,,,,Bear Creek-Sammamish River,Little Bear Creek
5303302,2015-09-27,12.0,7.0,3.0,,,,North Creek,Parr Creek
5303302,2015-10-17,14.0,7.0,2.7,,,,North Creek,Parr Creek
5303302,2015-11-22,7.0,7.0,5.1,,,,North Creek,Parr Creek
5303302,2015-12-19,8.0,7.0,6.0,,,,North Creek,Parr Creek
5303302,2016-01-17,8.0,7.0,7.9,,,,North Creek,Parr Creek
5303302,2016-02-21,8.0,7.0,6.9,,,,North Creek,Parr Creek
5303302,2016-03-20,10.0,7.0,5.7,,,,North Creek,Parr Creek
5303302,2016-04-17,12.0,7.0,5.2,,,,North Creek,Parr Creek
5303302,2016-05-22,14.0,6.5,4.0,,,,North Creek,Parr Creek
5303302,2016-06-18,14.5,7.0,5.0,,,,North Creek,Parr Creek
5303302,2016-07-17,19.0,7.0,5.7,,,,North Creek,Parr Creek
5303302,2016-08-20,30.5,7.0,7.1,,,,North Creek,Parr Creek
5303302,2016-09-03,17.5,7.0,4.4,,,,North Creek,Parr Creek
5303302,2016-09-18,16.5,7.0,3.6,,,,North Creek,Parr Creek
5303302,2016-10-23,12.0,7.0,4.2,,,,North Creek,Parr Creek
5303302,2016-12-03,10.0,6.5,6.4,,,,North Creek,Parr Creek
5303302,2017-01-21,8.0,6.5,7.1,,,,North Creek,Parr Creek
5303302,2018-02-28,7.0,6.5,6.7,,,,North Creek,Parr Creek
5303302,2018-03-28,9.5,7.0,6.6,,,,North Creek,Parr Creek
5303302,2018-04-30,11.5,7.0,3.5,,,,North Creek,Parr Creek
5303302,2018-05-30,13.5,7.0,5.4,,,,North Creek,Parr Creek
5303302,2018-06-24,16.0,7.0,3.9,,,,North Creek,Parr Creek
5303302,2018-07-27,17.5,7.0,3.3,,,,North Creek,Parr Creek
5303302,2018-08-30,15.5,7.0,2.2,,,,North Creek,Parr Creek
5303302,2018-09-29,13.5,7.0,1.6,,,,North Creek,Parr Creek
5303302,2018-10-28,12.0,6.5,4.7,,,,North Creek,Parr Creek
5303302,2018-11-28,10.0,6.5,4.9,,,,North Creek,Parr Creek
5303302,2019-01-30,6.0,7.0,5.3,,,,North Creek,Parr Creek
5303302,2019-02-27,6.0,7.0,6.7,,,,North Creek,Parr Creek
5303302,2019-03-27,8.5,7.0,6.2,,,,North Creek,Parr Creek
5303302,2019-04-28,10.5,7.0,6.9,,,,North Creek,Parr Creek
5303302,2019-05-31,15.0,7.0,2.5,,,,North Creek,Parr Creek
5303302,2019-06-22,15.0,7.0,2.6,,,,North Creek,Parr Creek
5303302,2019-07-27,17.5,7.0,3.4,,,,North Creek,Parr Creek
5303302,2019-08-31,17.0,7.0,3.2,,,,North Creek,Parr Creek
5303302,2019-09-22,15.5,7.0,1.8,,,,North Creek,Parr Creek
5303302,2019-10-24,11.0,7.0,2.8,,,,North Creek,Parr Creek
5303302,2019-11-30,4.5,7.0,4.4,,,,North Creek,Parr Creek
5303302,2020-02-26,8.5,7.0,5.1,,,,North Creek,Parr Creek
5303302,2020-06-17,14.0,7.0,3.4,,,,North Creek,Parr Creek
5303304,2025-04-06,10.5,8.0,10.1,220.0,,,Bear Creek-Sammamish River,Horse Creek
5303305,2015-09-14,14.0,7.5,9.3,,,,Swamp Creek,Little Swamp Creek
5303305,2015-10-13,13.5,8.0,8.6,,,,Swamp Creek,Little Swamp Creek
5303305,2015-11-15,9.0,7.0,9.5,,,,Swamp Creek,Little Swamp Creek
5303305,2015-12-15,7.0,7.0,10.8,,,,Swamp Creek,Little Swamp Creek
5303305,2016-01-17,6.0,7.5,10.5,,,,Swamp Creek,Little Swamp Creek
5303305,2016-02-15,7.5,6.5,7.8,,,,Swamp Creek,Little Swamp Creek
5303305,2016-03-04,8.0,7.5,10.1,,,,Swamp Creek,Little Swamp Creek
5303305,2016-04-04,11.5,8.0,9.1,,,,Swamp Creek,Little Swamp Creek
5303305,2016-05-15,11.0,8.0,8.8,,,,Swamp Creek,Little Swamp Creek
5303305,2016-06-10,13.5,8.0,8.7,,,,Swamp Creek,Little Swamp Creek
5303305,2016-07-02,16.0,8.0,8.1,,,,Swamp Creek,Little Swamp Creek
5303305,2016-08-06,15.0,8.0,8.3,,,,Swamp Creek,Little Swamp Creek
5303305,2016-08-21,16.0,8.0,7.4,,,,Swamp Creek,Little Swamp Creek
5303305,2016-09-03,14.5,7.0,7.7,,,,Swamp Creek,Little Swamp Creek
5303305,2016-10-08,13.5,8.0,8.3,,,,Swamp Creek,Little Swamp Creek
5303305,2016-11-10,12.5,7.0,8.8,,,,Swamp Creek,Little Swamp Creek
5303305,2016-12-03,9.0,7.0,9.8,,,,Swamp Creek,Little Swamp Creek
5303305,2017-01-08,4.0,7.5,11.8,,,,Swamp Creek,Little Swamp Creek
5303305,2017-02-05,5.0,7.0,10.9,,,,Swamp Creek,Little Swamp Creek
5303305,2017-03-04,7.5,7.0,10.3,,,,Swamp Creek,Little Swamp Creek
5303305,2017-04-02,10.5,7.0,10.2,,,,Swamp Creek,Little Swamp Creek
5303305,2017-05-06,11.0,7.0,9.7,,,,Swamp Creek,Little Swamp Creek
5303305,2017-06-11,15.0,7.0,8.7,,,,Swamp Creek,Little Swamp Creek
5303305,2017-07-05,18.0,7.0,7.8,,,,Swamp Creek,Little Swamp Creek
5303305,2017-08-06,17.0,7.0,8.3,,,,Swamp Creek,Little Swamp Creek
5303305,2017-09-02,17.0,7.0,8.1,,,,Swamp Creek,Little Swamp Creek
5303305,2017-09-20,12.5,7.0,9.0,,,,Swamp Creek,Little Swamp Creek
5303305,2017-10-01,14.0,7.0,8.8,,,,Swamp Creek,Little Swamp Creek
5303305,2017-11-05,7.0,7.0,10.1,,,,Swamp Creek,Little Swamp Creek
5303305,2017-12-19,7.0,7.0,9.9,,,,Swamp Creek,Little Swamp Creek
5303305,2018-01-21,7.5,8.5,10.2,,,,Swamp Creek,Little Swamp Creek
5303305,2018-02-11,6.0,7.0,10.5,,,,Swamp Creek,Little Swamp Creek
5303305,2018-03-16,7.0,7.0,13.0,,,,Swamp Creek,Little Swamp Creek
5303305,2018-04-13,9.0,7.0,12.2,,,,Swamp Creek,Little Swamp Creek
5303305,2018-05-15,16.0,7.5,9.6,,,,Swamp Creek,Little Swamp Creek
5303305,2018-06-05,13.0,7.5,10.6,,,,Swamp Creek,Little Swamp Creek
5303305,2018-07-20,15.5,8.0,10.6,,,,Swamp Creek,Little Swamp Creek
5303305,2018-08-22,17.0,7.5,8.1,,,,Swamp Creek,Little Swamp Creek
5303305,2018-09-22,14.5,7.5,8.3,,,,Swamp Creek,Little Swamp Creek
5303305,2018-10-12,11.0,7.0,8.9,,,,Swamp Creek,Little Swamp Creek
5303305,2018-11-19,6.0,7.0,10.1,,,,Swamp Creek,Little Swamp Creek
5303305,2018-12-23,7.0,7.0,9.8,,,,Swamp Creek,Little Swamp Creek
5303305,2019-01-14,4.5,7.0,10.5,,,,Swamp Creek,Little Swamp Creek
5303305,2019-02-14,4.0,7.0,10.5,,,,Swamp Creek,Little Swamp Creek
5303305,2019-03-10,4.0,7.0,12.0,,,,Swamp Creek,Little Swamp Creek
5303305,2019-04-10,9.0,7.0,10.2,,,,Swamp Creek,Little Swamp Creek
5303305,2019-05-10,15.0,7.5,8.0,,,,Swamp Creek,Little Swamp Creek
5303305,2019-06-25,15.0,7.5,8.5,,,,Swamp Creek,Little Swamp Creek
5303305,2019-07-25,15.5,7.5,8.4,,,,Swamp Creek,Little Swamp Creek
5303305,2019-08-31,17.5,7.5,7.4,,,,Swamp Creek,Little Swamp Creek
5303305,2019-09-10,16.0,7.0,7.3,,,,Swamp Creek,Little Swamp Creek
5303305,2019-10-31,6.5,7.5,10.5,,,,Swamp Creek,Little Swamp Creek
5303305,2019-11-22,7.0,7.5,10.4,,,,Swamp Creek,Little Swamp Creek
5303305,2019-12-20,8.0,7.0,10.3,,,,Swamp Creek,Little Swamp Creek
5303305,2020-01-18,7.5,7.0,10.6,,,,Swamp Creek,Little Swamp Creek
5303305,2020-02-26,7.5,7.5,10.7,,,,Swamp Creek,Little Swamp Creek
5303305,2020-03-28,8.5,7.5,10.8,,,,Swamp Creek,Little Swamp Creek
5303305,2020-04-22,11.0,7.0,9.3,,,,Swamp Creek,Little Swamp Creek
5303305,2020-05-28,15.0,7.5,8.2,,,,Swamp Creek,Little Swamp Creek
5303305,2020-06-13,13.5,7.5,8.9,,,,Swamp Creek,Little Swamp Creek
5303305,2020-07-29,18.0,7.5,7.0,,,,Swamp Creek,Little Swamp Creek
5303305,2020-08-06,17.0,7.0,7.3,,,,Swamp Creek,Little Swamp Creek
5303305,2020-09-26,14.5,7.0,8.1,,,,Swamp Creek,Little Swamp Creek
5303305,2020-10-11,12.5,7.0,,,,,Swamp Creek,Little Swamp Creek
5303305,2020-11-30,8.0,7.0,10.0,,,,Swamp Creek,Little Swamp Creek
5303305,2020-12-22,7.0,7.0,10.5,,,,Swamp Creek,Little Swamp Creek
5303305,2021-01-29,7.0,7.0,10.7,,,,Swamp Creek,Little Swamp Creek
5303305,2021-02-28,7.5,7.5,11.2,,,,Swamp Creek,Little Swamp Creek
5303305,2021-03-26,8.0,7.0,11.2,,,,Swamp Creek,Little Swamp Creek
5303305,2021-04-19,11.5,7.5,10.0,,,,Swamp Creek,Little Swamp Creek
5303305,2021-05-27,12.5,7.5,8.8,,,,Swamp Creek,Little Swamp Creek
5303305,2021-06-24,19.0,7.5,7.5,,,,Swamp Creek,Little Swamp Creek
5303305,2021-07-22,15.0,7.5,8.6,,,,Swamp Creek,Little Swamp Creek
5303305,2021-08-27,15.0,7.5,9.2,,,,Swamp Creek,Little Swamp Creek
5303305,2021-11-10,10.0,7.0,7.7,,,,Swamp Creek,Little Swamp Creek
5303305,2022-01-03,3.5,7.0,11.6,,,,Swamp Creek,Little Swamp Creek
5303305,2022-02-03,6.5,7.5,10.7,,,,Swamp Creek,Little Swamp Creek
5303305,2022-03-10,7.5,7.0,10.6,,,,Swamp Creek,Little Swamp Creek
5303305,2022-04-03,8.0,7.5,11.2,,,,Swamp Creek,Little Swamp Creek
5303305,2022-05-26,14.0,7.5,8.6,,,,Swamp Creek,Little Swamp Creek
5303305,2022-07-27,17.5,7.5,8.0,,,,Swamp Creek,Little Swamp Creek
5303305,2022-08-16,16.5,7.5,7.7,,,,Swamp Creek,Little Swamp Creek
5303305,2022-08-25,18.5,7.5,6.8,,,,Swamp Creek,Little Swamp Creek
5303305,2022-09-29,14.5,7.5,8.1,,,,Swamp Creek,Little Swamp Creek
5303305,2022-10-31,12.0,7.0,8.8,,,,Swamp Creek,Little Swamp Creek
5303305,2022-12-12,7.0,7.0,10.6,,,,Swamp Creek,Little Swamp Creek
5303305,2023-01-05,7.5,7.0,10.2,,,,Swamp Creek,Little Swamp Creek
5303305,2023-03-28,10.0,7.5,11.0,,,,Swamp Creek,Little Swamp Creek
5303305,2023-05-01,7.5,7.0,10.2,,,,Swamp Creek,Little Swamp Creek
5303305,2023-05-23,13.0,7.5,8.9,,,,Swamp Creek,Little Swamp Creek
5303305,2023-07-25,16.5,7.5,7.6,,,,Swamp Creek,Little Swamp Creek
5303305,2023-08-25,17.0,7.5,7.8,,,,Swamp Creek,Little Swamp Creek
5303305,2023-09-15,14.5,7.5,8.3,,,,Swamp Creek,Little Swamp Creek
5303305,2023-10-23,13.0,8.0,8.7,,,,Swamp Creek,Little Swamp Creek
5303305,2023-11-30,4.0,7.5,10.3,,,,Swamp Creek,Little Swamp Creek
5303305,2024-04-29,10.0,7.0,9.3,,,,Swamp Creek,Little Swamp Creek
5303305,2024-05-31,12.5,7.0,8.5,,,,Swamp Creek,Little Swamp Creek
5303305,2024-06-18,12.5,7.0,8.7,247.0,,,Swamp Creek,Little Swamp Creek
5303305,2024-06-22,12.5,7.0,8.7,247.0,,,Swamp Creek,Little Swamp Creek
5303305,2024-07-20,16.5,7.0,7.5,283.0,,,Swamp Creek,Little Swamp Creek
5303305,2024-09-30,13.0,7.5,8.3,275.0,,,Swamp Creek,Little Swamp Creek
5303305,2024-10-23,11.0,7.5,8.9,266.0,,,Swamp Creek,Little Swamp Creek
5303305,2024-12-24,8.0,7.5,9.8,160.0,,,Swamp Creek,Little Swamp Creek
5303305,2025-01-21,3.0,7.5,11.8,240.0,,,Swamp Creek,Little Swamp Creek
5303305,2025-04-15,11.0,7.5,8.9,234.0,,,Swamp Creek,Little Swamp Creek
5303305,2025-05-27,17.5,7.5,7.7,237.0,,,Swamp Creek,Little Swamp Creek
5303305,2025-06-30,18.0,7.5,7.2,275.0,,,Swamp Creek,Little Swamp Creek
5303305,2025-07-28,17.0,7.5,7.5,277.0,,,Swamp Creek,Little Swamp Creek
5303305,2025-08-19,18.0,7.5,6.8,264.0,,,Swamp Creek,Little Swamp Creek
5303305,2025-09-19,16.0,7.5,7.6,291.0,,,Swamp Creek,Little Swamp Creek
5303305,2025-10-19,11.0,7.0,9.6,222.0,,,Swamp Creek,Little Swamp Creek
5303305,2025-11-24,8.0,7.0,9.5,227.0,,,Swamp Creek,Little Swamp Creek
5303305,2025-12-12,10.0,7.0,9.3,203.0,,,Swamp Creek,Little Swamp Creek
5303305,2026-01-24,3.0,7.0,11.6,254.0,,,Swamp Creek,Little Swamp Creek
5303305,2026-02-24,6.0,7.0,10.4,185.0,,,Swamp Creek,Little Swamp Creek
5303305,2026-03-29,8.5,7.5,9.6,,0.6,0.0,Swamp Creek,Little Swamp Creek
5303306,2016-01-14,3.0,7.5,12.3,,,,Lake Washington-Sammamish River,Stream 0056
5303306,2016-10-16,12.0,7.5,9.3,,,,Lake Washington-Sammamish River,Stream 0056
5303306,2016-11-12,12.5,7.5,9.2,,,,Lake Washington-Sammamish River,Stream 0056
5303306,2017-01-14,3.0,7.5,12.3,,,,Lake Washington-Sammamish River,Stream 0056
5303306,2017-02-12,5.5,7.0,11.6,,,,Lake Washington-Sammamish River,Stream 0056
5303306,2017-03-12,7.5,7.0,10.9,,,,Lake Washington-Sammamish River,Stream 0056
5303306,2017-04-07,10.0,7.5,10.5,,,,Lake Washington-Sammamish River,Stream 0056
5303306,2017-05-07,12.0,7.0,9.2,,,,Lake Washington-Sammamish River,Stream 0056
5303306,2017-06-11,13.0,7.5,9.6,,,,Lake Washington-Sammamish River,Stream 0056
5303306,2017-07-04,14.0,8.0,9.0,,,,Lake Washington-Sammamish River,Stream 0056
5303306,2017-08-20,13.0,7.5,9.1,,,,Lake Washington-Sammamish River,Stream 0056
5303306,2017-09-16,13.0,7.5,9.5,,,,Lake Washington-Sammamish River,Stream 0056
5303306,2017-11-19,9.0,7.0,10.6,,,,Lake Washington-Sammamish River,Stream 0056
5303306,2017-12-17,7.0,7.5,11.1,,,,Lake Washington-Sammamish River,Stream 0056
5303306,2018-01-13,8.0,7.0,11.6,,,,Lake Washington-Sammamish River,Stream 0056
5303306,2018-02-11,5.5,7.0,11.5,,,,Lake Washington-Sammamish River,Stream 0056
5303306,2018-03-11,5.0,7.0,11.2,,,,Lake Washington-Sammamish River,Stream 0056
5303306,2018-04-09,8.5,8.0,10.5,,,,Lake Washington-Sammamish River,Stream 0056
5303306,2018-05-12,12.5,7.5,9.4,,,,Lake Washington-Sammamish River,Stream 0056
5303306,2018-06-10,12.0,7.5,9.7,,,,Lake Washington-Sammamish River,Stream 0056
5303306,2018-07-08,16.0,7.5,8.4,,,,Lake Washington-Sammamish River,Stream 0056
5303306,2018-08-12,16.0,7.5,9.5,,,,Lake Washington-Sammamish River,Stream 0056
5303306,2018-09-15,14.0,7.5,9.9,,,,Lake Washington-Sammamish River,Stream 0056
5303306,2018-10-20,11.5,7.5,7.5,,,,Lake Washington-Sammamish River,Stream 0056
5303306,2018-11-18,8.0,7.0,11.5,,,,Lake Washington-Sammamish River,Stream 0056
5303306,2018-12-08,6.5,7.5,12.3,,,,Lake Washington-Sammamish River,Stream 0056
5303306,2019-01-20,6.5,7.5,10.9,,,,Lake Washington-Sammamish River,Stream 0056
5303306,2019-02-17,4.0,7.0,12.4,,,,Lake Washington-Sammamish River,Stream 0056
5303306,2019-03-17,6.0,7.5,11.0,,,,Lake Washington-Sammamish River,Stream 0056
5303306,2019-04-14,8.5,7.0,10.4,,,,Lake Washington-Sammamish River,Stream 0056
5303306,2019-05-20,12.5,7.5,9.7,,,,Lake Washington-Sammamish River,Stream 0056
5303306,2019-06-14,14.0,7.5,9.5,,,,Lake Washington-Sammamish River,Stream 0056
5303306,2019-07-07,14.5,8.0,9.1,,,,Lake Washington-Sammamish River,Stream 0056
5303306,2019-08-12,8.5,7.5,10.0,,,,Lake Washington-Sammamish River,Stream 0056
5303306,2019-08-27,17.5,7.5,7.4,,,,Lake Washington-Sammamish River,Stream 0056
5303306,2019-09-20,15.5,7.5,9.2,,,,Lake Washington-Sammamish River,Stream 0056
5303306,2019-10-13,12.0,7.5,9.7,,,,Lake Washington-Sammamish River,Stream 0056
5303306,2019-12-08,8.5,7.5,10.0,,,,Lake Washington-Sammamish River,Stream 0056
5303306,2020-01-26,8.0,7.0,10.4,,,,Lake Washington-Sammamish River,Stream 0056
5303306,2020-02-29,7.0,7.5,11.5,,,,Lake Washington-Sammamish River,Stream 0056
